CRW_16S_A_C_19_nH, CRW_16S_A_C_1_nH, 0
CRW_16S_A_C_19_nH, CRW_16S_A_C_20_nH, 0
CRW_16S_A_C_19_nH, CRW_16S_A_C_21_nH, 0
CRW_16S_A_C_19_nH, CRW_16S_A_C_25_nH, 0
CRW_16S_A_C_19_nH, CRW_16S_A_E_10_nH, 0
CRW_16S_A_C_19_nH, CRW_16S_A_E_11_nH, 0
CRW_16S_A_C_19_nH, CRW_16S_A_E_13_nH, 0
CRW_16S_A_C_19_nH, CRW_16S_A_E_14_nH, 0
CRW_16S_A_C_19_nH, CRW_16S_A_E_15_nH, 0
CRW_16S_A_C_19_nH, CRW_16S_A_E_16_nH, 0
CRW_16S_A_C_19_nH, CRW_16S_A_E_17_nH, 0
CRW_16S_A_C_19_nH, CRW_16S_A_E_18_nH, 0
CRW_16S_A_C_19_nH, CRW_16S_A_E_23_nH, 0
CRW_16S_A_C_19_nH, CRW_16S_A_E_24_nH, 0
CRW_16S_A_C_19_nH, CRW_16S_A_E_2_nH, 0
CRW_16S_A_C_19_nH, CRW_16S_A_E_3_nH, 0
CRW_16S_A_C_19_nH, CRW_16S_A_E_4_nH, 0
CRW_16S_A_C_19_nH, CRW_16S_A_E_5_nH, 0
CRW_16S_A_C_19_nH, CRW_16S_A_E_6_nH, 0
CRW_16S_A_C_19_nH, CRW_16S_A_E_7_nH, 0
CRW_16S_A_C_19_nH, CRW_16S_A_E_8_nH, 0
CRW_16S_A_C_19_nH, CRW_16S_A_E_9_nH, 0
CRW_16S_A_C_19_nH, CRW_16S_A_N_12_nH, 0
CRW_16S_A_C_1_nH, CRW_16S_A_C_20_nH, 0
CRW_16S_A_C_1_nH, CRW_16S_A_C_21_nH, 0
CRW_16S_A_C_1_nH, CRW_16S_A_C_25_nH, 0
CRW_16S_A_C_1_nH, CRW_16S_A_E_10_nH, 0
CRW_16S_A_C_1_nH, CRW_16S_A_E_11_nH, 0
CRW_16S_A_C_1_nH, CRW_16S_A_E_13_nH, 0
CRW_16S_A_C_1_nH, CRW_16S_A_E_14_nH, 0
