CRW_16S_E_A_104_nH, CRW_16S_E_A_125_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_159_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_160_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_161_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_162_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_163_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_164_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_165_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_166_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_167_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_168_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_169_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_1_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_202_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_219_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_226_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_239_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_25_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_26_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_301_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_306_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_307_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_312_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_313_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_315_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_318_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_319_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_320_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_321_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_322_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_359_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_360_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_362_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_36_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_374_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_382_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_383_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_A_384_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_Am_108_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_Am_134_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_Am_38_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_Am_63_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_C_7_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_D_233_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_D_249_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_E_127_nH, 1
CRW_16S_E_A_104_nH, CRW_16S_E_E_14_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_E_262_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_E_378_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_E_379_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_E_57_nH, 1
CRW_16S_E_A_104_nH, CRW_16S_E_E_80_nH, 1
CRW_16S_E_A_104_nH, CRW_16S_E_F_106_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_109_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_116_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_122_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_138_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_139_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_140_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_141_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_142_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_143_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_148_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_153_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_170_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_179_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_186_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_188_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_192_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_198_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_199_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_206_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_212_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_213_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_214_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_215_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_217_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_218_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_223_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_227_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_238_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_239_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_240_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_244_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_246_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_247_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_248_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_253_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_256_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_265_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_269_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_270_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_271_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_273_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_274_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_282_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_284_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_285_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_286_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_287_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_288_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_289_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_291_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_292_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_294_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_295_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_297_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_302_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_303_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_311_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_323_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_325_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_330_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_331_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_332_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_337_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_342_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_347_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_356_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_372_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_375_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_385_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_386_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_387_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_388_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_389_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_F_390_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_G_15_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_G_16_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_G_200_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_G_235_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_G_236_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_G_9_nH, 2
CRW_16S_E_A_104_nH, CRW_16S_E_H_13_nH, 0
CRW_16S_E_A_104_nH, CRW_16S_E_H_277_nH, 0
